Id,title,original_language,vote_count,vote_average
685,Batman Returns,en,3790,6.8
686,Oblivion,en,7591,6.5
687,The Pianist,en,4965,8.3
688,Logan Lucky,en,2014,6.7
689,Mortal Engines,en,2589,6.1
690,The World Is Not Enough,en,1666,6.2
691,The Man Who Knew Too Much,en,688,7.6
692,Bambi,en,3574,7
693,The Chronicles of Narnia: The Voyage of the Dawn Treader,en,3716,6.4
694,Saw III,en,2603,6.4
695,Tangled,en,7393,7.6
696,Autonomes,fr,0,0
697,Moonraker,en,1038,6.1
698,War of the Worlds,en,5127,6.4
699,Stuber,en,536,6.8
700,Rocky V,en,1758,5.6
701,Suicide Squad,en,15125,5.9
702,The Secret World of Arrietty,ja,1492,7.6
703,Cinema Paradiso,it,2141,8.4
704,Ice Age,en,8596,7.3
705,Serenity,en,2194,7.4
706,Miss Potter,en,287,6.4
707,St. Vincent,en,1203,7.1
708,My Cousin,fr,0,0
709,The Bourne Supremacy,en,4923,7.3
710,A Cinderella Story: Christmas Wish,en,327,6.7
711,Alvin and the Chipmunks: The Squeakquel,en,1794,5.5
712,Crazy Rich Asians,en,1986,7.1
713,The Wedding Ringer,en,1000,6.5
714,The Huntsman: Winter's War,en,3380,6.2
715,The Two Popes,en,1393,7.6
716,Hereditary,en,3612,7.1
717,RED 2,en,2659,6.5
718,Annie,en,896,6.2
719,Sex Tape,en,3021,5.3
720,American Pie Presents: Band Camp,en,1324,5.3
721,Danger Close,en,59,6.5
722,Mission: Impossible III,en,4104,6.6
723,The Revenant,en,12641,7.5
724,Taxi Driver,en,6498,8.2
725,Jason Bourne,en,3959,6.2
726,Allegiant,en,4654,6
727,Salt,en,3663,6.3
728,My Hero Academia: Heroes Rising,ja,33,8
729,The Jungle Book,en,4162,7.3
730,Shrek Forever After,en,4465,6.2
731,Power Rangers,en,3022,6.2
732,Sathuranga Vettai 2,ta,0,0
733,Chinatown,en,2112,7.9
734,Robin Hood,en,1740,5.8
735,Three Billboards Outside Ebbing, Missouri,en,6435,8.1
736,Maggie,en,1075,5.3
737,Rage,en,477,5.2
738,The Goonies,en,3380,7.5
739,Scarface,en,6470,8.1
740,Three Steps Above Heaven,es,1191,7.5
741,All the Bright Places,en,768,7.5
742,Malena,it,819,7.1
743,The Big Lebowski,en,6738,7.9
744,Mile 22,en,1243,6.1
745,Blade,en,3596,6.6
746,Murder on the Orient Express,en,6408,6.7
747,The Great Wall,en,3190,5.8
748,Gnomeo & Juliet,en,1267,5.8
749,Game Night,en,3417,6.9
750,Divergent,en,9228,6.9
751,Jack the Giant Slayer,en,3683,5.7
752,Once Upon a Time in the West,it,2421,8.3
753,Pinocchio,en,3596,7
754,Madagascar: Escape 2 Africa,en,4419,6.4
755,Terminator Salvation,en,4273,6
756,The Elephant Man,en,1801,8.1
757,Pixels,en,4993,5.6
758,Queen & Slim,en,158,7.3
759,2 Fingers Honey,sq,3,5.5
760,The Lion King II: Simba's Pride,en,2801,6.9
761,Into the Woods,en,3225,5.7
762,The Purge: Election Year,en,3320,6.3
763,Paddington 2,en,1116,7.5
764,RoboCop,en,2827,7.2
765,Original Sin,en,451,5.9
766,Scarlet Innocence,ko,23,6.2
767,Saw II,en,3117,6.5
768,Bee Movie,en,3007,5.9
769,Tout nous sourit,fr,0,0
770,Yesterday,en,1542,6.7
771,Forbidden Planet,en,469,7.3
772,The Green Mile,en,9740,8.5
773,The Theory of Everything,en,7333,7.9
774,The Handmaiden,ko,1622,8.3
775,In the Tall Grass,en,962,5.5
776,The Great Gatsby,en,8239,7.4
777,Footloose,en,1073,6.6
778,Unbreakable,en,5971,7.1
779,Rise of the Planet of the Apes,en,8098,7.2
780,Outcast,en,263,4.8
781,American Sniper,en,8731,7.4
782,Madagascar 3: Europe's Most Wanted,en,3896,6.5
783,Texas Chainsaw 3D,en,923,5.3
784,American Pie 2,en,3087,6.1
785,Peter Pan,en,3501,7.2
786,Armageddon,en,4945,6.7
787,The Sword in the Stone,de,2430,7.2
788,The Concubine,ko,36,6
789,The Absent One,da,327,7.2
790,Apocalypse Now,en,4705,8.3
791,The Thing,en,3655,8
792,The Usual Suspects,en,6462,8.2
793,The King,en,1220,7.2
794,Hidden Figures,en,5597,8
795,Safe House,en,2250,6.4
796,Shaun of the Dead,en,5340,7.5
797,Instant Family,en,1321,7.5
798,Total Recall,en,3329,7.2
799,The Hangover Part II,en,7054,6.4
800,Scary Movie,en,4021,6.2
801,RoboCop,en,3788,5.8
802,Shot Caller,en,1242,6.9
803,Lethal Weapon,en,2665,7.2
804,Sixteen Candles,en,1281,6.8
805,Play,fr,81,7.5
806,Zodiac,en,5521,7.5
807,Anna,fr,982,6.6
808,Men in Black 3,en,7245,6.4
809,Dinosaur,en,1413,6.4
810,Dracula,en,2767,7.4
811,The Hunchback of Notre Dame,en,3180,7
812,Fantastic Four: Rise of the Silver Surfer,en,5458,5.5
813,About Time,en,4795,7.9
814,Irrational Man,en,1542,6.5
815,Police Academy 2: Their First Assignment,en,800,6
816,Gremlins,en,3912,7.1
817,Ocean's Twelve,en,4602,6.5
818,To All the Boys: P.S. I Still Love You,en,1015,6.9
819,xXx: Return of Xander Cage,en,2751,5.6
820,On Her Majesty's Secret Service,en,949,6.5
821,Apollo 13,en,3340,7.4
822,The Secret Life of Walter Mitty,en,5402,7.1
823,The Peanut Butter Falcon,en,303,7.5
824,Long Shot,en,1064,6.6
825,Absolutely Anything,en,801,5.7
826,Star Trek: The Motion Picture,en,963,6.4
827,Sphere,en,918,6
828,Children of Men,en,4239,7.6
829,About Love,ru,6,6.2
830,Fractured,en,926,6.6
831,Playing It Cool,en,480,5.9
832,Before I Go to Sleep,en,1256,6.5
833,Secret Society of Second Born Royals,en,0,0
834,The Truman Show,en,10955,8.1
835,I Am Number Four,en,3199,6.1
836,Good Boys,en,747,6.6
837,Night at the Museum: Battle of the Smithsonian,en,4668,6.1
838,Sleeping Beauty,en,3379,6.9
839,Fighting with My Family,en,769,6.7
840,Black Snake Moan,en,471,6.8
841,Mars Attacks!,en,3403,6.3
842,The Truth,fr,65,6.2
843,The Mummy Returns,en,4462,6.2
844,The Good Liar,en,265,6.7
845,Pet Sematary,en,1846,5.8
846,Event Horizon,en,1433,6.5
847,Alice in Wonderland,en,9908,6.6
848,Barbie and the Diamond Castle,en,459,7.1
849,Official Secrets,en,180,7.2
850,Hot Bot,en,135,4.1
851,Left Behind,en,851,4.1
852,Annihilation,en,5366,6.3
853,The Man from U.N.C.L.E.,en,4002,7.1
854,Sicario: Day of the Soldado,en,1711,6.7
855,Noah,en,4419,5.6
856,All Things Fair,sv,53,6.4
857,Darkest Hour,en,3220,7.3
858,The Lion King 1?,en,1936,6.5
859,The Expendables 2,en,4670,6.2
860,Return of the Jedi,en,9292,8
861,Spy,en,4292,6.8
862,The Human Centipede (First Sequence),en,1122,4.9
863,Dark Shadows,en,4849,5.9
864,Klaus,en,1536,8.3
865,Cars 3,en,3097,6.7
866,A Most Violent Year,en,894,6.6
867,The Day the Earth Stood Still,en,578,7.5
868,The Book of Life,en,1433,7.4
870,Batman: The Dark Knight Returns, Part 1,en,839,7.7
871,Gone with the Wind,en,2117,7.9
872,Night at the Museum,en,6832,6.5
873,Hunter Killer,en,967,6.4
874,Insidious: Chapter 3,en,2128,6.3
875,Miss Peregrine's Home for Peculiar Children,en,6978,6.7
876,When Marnie Was There,ja,806,7.9
877,The Fault in Our Stars,en,8218,7.6
878,American Wedding,en,2594,6.1
879,10 Things I Hate About You,en,4775,7.5
880,Poltergeist,en,1634,5.1
881,Prisoners,en,6704,8
882,Sweeney Todd: The Demon Barber of Fleet Street,en,3749,7.1
883,Happy Death Day 2U,en,1728,6.2
884,True Grit,en,410,7.4
885,Ma,en,873,5.6
886,American Psycho,en,5225,7.4
887,Stray Dolls,en,0,0
888,The Scorpion King,en,1937,5.4
889,Fantastic Four,en,6376,5.7
890,King Arthur: Legend of the Sword,en,3806,6.5
891,Hard Target,en,510,6.2
892,Where Eagles Dare,en,459,7.7
893,The Man Who Knew Infinity,en,842,7.2
894,I Want You,es,795,6.9
895,Perfume: The Story of a Murderer,en,2639,7.2
896,Gretel & Hansel,en,84,5.7
897,The Spy Who Loved Me,en,986,6.7
898,The Aristocats,en,3263,7.3
899,Kung Fu Panda,en,7060,7.1
900,28 Weeks Later,en,2484,6.5
901,The Exorcist,en,4567,7.6
902,Rango,en,3917,6.6
903,District 9,en,6144,7.4
904,The Adventures of Tintin,en,3657,6.8
905,The Living Daylights,en,886,6.4
906,Independence Day: Resurgence,en,4267,5.1
907,Meet Joe Black,en,2684,7.1
908,Saw VI,en,1816,6.2
909,Addams Family Values,en,1518,6.7
910,Ghostbusters,en,4266,5.4
911,Diamonds Are Forever,en,1095,6.4
912,The Butterfly Effect,en,4478,7.5
913,Nocturnal Animals,en,4979,7.4
914,Oldboy,ko,4542,8.2
915,I Still See You,en,335,6.7
916,Halloween,en,2844,7.5
917,Dragon Ball Z: Battle of Gods,ja,842,6.6
918,Watchmen,en,5795,7.3
919,Hancock,en,6241,6.3
920,The Dark Tower,en,3328,5.6
921,Nymphomaniac: Vol. II,en,1813,6.8
922,Murder Mystery,en,2004,6.3
923,Addicted,en,136,5.3
924,Fantastic Four,en,4228,4.4
925,Pearl Harbor,en,3961,6.8
926,Alice Through the Looking Glass,en,4438,6.5
927,Begin Again,en,2366,7.2
928,Hansel & Gretel: Witch Hunters,en,4925,5.9
929,A Walk to Remember,en,2499,7.6
930,Species,en,835,5.7
931,The Crow,en,2171,7.5
932,mother!,en,4224,7
933,The Intouchables,fr,11290,8.2
934,Monsters University,en,7175,7
935,Inside Man,en,3388,7.4
936,Blade II,en,2910,6.4
937,Code 8,en,378,6.2
938,21 Jump Street,en,7289,6.8
939,Rocky IV,en,2430,6.9
940,Red Dwarf: The Promised Land,en,0,0
941,12 Years a Slave,en,7654,7.9
942,300,en,9190,7.1
943,A Simple Favor,en,2462,6.6
944,Fate/Stay Night: Heaven's Feel III. Spring Song,ja,0,0
945,Black Christmas,en,154,4.4
946,The Prince of Egypt,en,2304,7.1
947,Dredd,en,3179,6.7
948,Baywatch,en,5512,6.1
949,Overboard,en,469,6.8
950,Dragon Ball Z: Broly � The Legendary Super Saiyan,ja,442,7.2
951,Fatherhood,en,0,0
952,Good Will Hunting,en,7033,8.1
953,American History X,en,7077,8.4
954,The Angry Birds Movie,en,2196,6.1
955,Insidious: Chapter 2,en,2608,6.6
956,Taken,en,7592,7.3
957,Black Swan,en,9537,7.6
958,Lost in Translation,en,4124,7.4
959,Mirror Mirror,en,2395,5.9
960,Dances with Wolves,en,2375,7.8
961,Snowpiercer,ko,5715,6.8
962,Pain and Glory,es,854,7.5
963,Flushed Away,en,2309,6.1
964,Dial M for Murder,en,1338,8
965,Mulan II,en,1315,6.3
966,Lord of War,en,2654,7.2
967,A Cure for Wellness,en,2439,6.2
968,Inherent Vice,en,1615,6.6
969,Only the Brave,en,747,7.1
970,Capernaum,ar,666,8.2
971,Cheeky,it,100,5.6
972,The Main Event,en,0,0
973,Allied,en,3173,6.7
974,The Island,en,3459,6.6
975,Big Fish,en,4535,7.8
976,Batman: The Dark Knight Returns, Part 2,en,815,7.9
977,Blow,en,2742,7.4
978,Planet of the Apes,en,2487,5.7
979,The Favourite,en,3096,7.6
980,Catch Me If You Can,en,8784,7.9
981,How It Ends,en,1188,5.2
982,The Mortal Instruments: City of Bones,en,3298,6.3
983,The Nutcracker and the Four Realms,en,1357,6
984,The Chronicles of Narnia: Prince Caspian,en,4126,6.6
985,Annabelle: Creation,en,3684,6.5
986,Superman,en,2175,7.1
987,Ghost Rider: Spirit of Vengeance,en,2307,4.8
988,Cloudy with a Chance of Meatballs,en,3800,6.5
989,The Loft,en,873,6.4
990,The Lego Movie 2: The Second Part,en,1015,6.6
991,Reservoir Dogs,en,8794,8.2
992,A View to a Kill,en,995,6.2
993,Halloween,en,2605,6.4
994,Judy,en,394,6.9
995,You Only Live Twice,en,1097,6.6
996,Dead Poets Society,en,6854,8.3
997,Ratsasan,ta,47,8
998,Vivre sans eux,fr,0,0
999,Scooby-Doo 2: Monsters Unleashed,en,1521,5.7
1000,Something Something� Unakkum Enakkum,ta,16,6.6
1001,Final Fantasy VII: Advent Children,ja,527,6.8
1002,BlacKkKlansman,en,4312,7.6
1003,Happy Death Day,en,3980,6.6
1004,The Wild Goose Lake,zh,69,6.4
1005,Seven Samurai,ja,1793,8.4
1006,Neelakasham Pachakadal Chuvanna Bhoomi,ml,23,7.1
1007,Highlander,en,1395,6.9
1008,12 Strong,en,1627,5.8
1009,A Walk Among the Tombstones,en,1874,6.3
1010,Rambo,en,2109,6.5
1011,Climax,fr,765,7.1
1012,Rocky III,en,2279,6.8
1013,The Legend of Drunken Master,cn,450,7.3
1014,The Lone Ranger,en,4231,6
1015,Stray,en,0,0
1016,10 Cloverfield Lane,en,5195,6.9
1017,Molly's Game,en,2092,7.1
1018,Child's Play,en,1480,6.5
1019,Casino,en,3049,8
1020,The Adventures of Sharkboy and Lavagirl,en,802,4.8
1021,Stand by Me,en,3351,7.9
1022,Sierra Burgess Is a Loser,en,2686,6.4
1023,Mr. Peabody & Sherman,en,1546,6.7
1024,Private Lessons,en,38,5.7
1025,Police Academy,en,1418,6.6
1026,Truth to Power: Barbara Lee Speaks for Me,en,0,0
1027,Kingsman: The Secret Service,en,11440,7.6
1028,Fifty Shades Darker,en,5017,6.2
1029,Days of Thunder,en,727,6.2
1030,River City Drumbeat,en,0,0
1031,DragonHeart: A New Beginning,en,175,5.5
1032,Dumbo,en,3175,7
1033,Room,en,6345,8.1
1034,Commando,en,1511,6.6
1035,TRON: Legacy,en,4858,6.4
1036,It's a Wonderful Life,en,2340,8.2
1037,Les Mis?rables,en,3720,7.4
1038,American Hustle,en,5061,6.8
1039,The Legend of Tarzan,en,4526,5.8
1040,The Girl in the Spider's Web,en,747,6
1041,Birth,en,367,5.9
1042,Brokeback Mountain,en,3977,7.8
1043,The Expendables 3,en,3255,6.2
1044,Ice Age: The Meltdown,en,6638,6.6
1045,Hotel Mumbai,en,569,7.4
1046,London Has Fallen,en,3004,6
1047,Arthur and the Revenge of Maltazard,en,1129,5.6
1048,Mad Max,en,2475,6.7
1049,Treasure Planet,en,2344,7.4
1050,Hot Fuzz,en,4610,7.5
1051,The Fox and the Hound,en,2061,7.1
1052,The Patriot,en,2290,7.1
1053,Polar,en,1172,6.3
1054,Aladdin and the King of Thieves,en,1227,6.2
1055,True Lies,en,2296,6.9
1056,The Mummy: Tomb of the Dragon Emperor,en,2912,5.4
1057,Escobar: Paradise Lost,en,545,6.2
1058,Teen Beach 2,en,355,6.5
1059,A Hidden Life,en,128,7.2
1060,The Room,en,96,6.1
1061,Suspiria,it,1448,7.6
1062,Kung Fu Panda 3,en,3372,6.7
1063,The Aviator,en,3225,7.2
1064,Homefront,en,1665,6.5
1065,The Intruder,en,196,6.2
1066,Dirty Dancing,en,3698,7.3
1067,The Librarian: Quest for the Spear,en,352,6.2
1068,Kick-Ass,en,8382,7.1
1069,The Boy Who Harnessed the Wind,en,546,8
1070,Eternal Sunshine of the Spotless Mind,en,8929,8.1
1071,The Snowman,en,1435,5.1
1072,Thelma & Louise,en,1771,7.5
1073,The Hangover Part III,en,5823,6.1
1074,The Curious Case of Benjamin Button,en,7903,7.5
1075,Ballerina,en,1249,7.2
1076,The Mule,en,2692,6.7
1077,Crank,en,2206,6.6
1078,Pride and Prejudice and Zombies,en,1354,5.8
1079,Tigertail,en,0,0
1080,Go!,en,81,6.8
1081,127 Hours,en,5106,7
1082,King Kong,en,4934,6.7
1083,Vertigo,en,3043,8.2
1084,National Treasure: Book of Secrets,en,3365,6.2
1085,The 5th Wave,en,4094,5.9
1086,American Made,en,2618,6.8
1087,Escape from Alcatraz,en,1425,7.5
1088,Replicas,en,646,5.9
1089,Rules of Engagement,en,353,6.1
1090,The Wind Rises,ja,1494,7.8
1091,The Dead Don't Die,en,1069,5.5
1092,The Judge,en,2657,7.3
1093,Into the Blue,en,926,5.8
1094,The Terminal,en,4600,7.3
1095,Final Destination,en,3213,6.5
1096,Basic Instinct,en,1865,6.8
1097,The Golden Compass,en,3087,6
1098,Bull,en,5,6.3
1099,The Idiots,da,263,6.6
1100,Live and Let Die,en,1048,6.5
1101,Rear Window,en,3498,8.3
1102,Timmy Failure: Mistakes Were Made,en,26,6.2
1103,Jan Dara,th,12,7.7
1104,North by Northwest,en,2236,8
1105,The Social Network,en,7205,7.3
1106,All the President's Men,en,934,7.8
1107,The Key,it,129,5
1108,The Hateful Eight,en,9467,7.7
1109,Sister Act,en,1887,6.7
1110,The Hitman's Bodyguard,en,3623,6.7
1111,Saw 3D,en,1744,6
1112,Rocky II,en,2457,7.1
1113,Clueless,en,2275,7.2
1114,The Spy Who Dumped Me,en,1337,6.4
1115,Jigsaw,en,2241,6.2
1116,It,en,13080,7.2
1117,From Up on Poppy Hill,ja,750,7.5
1118,Paths of Glory,en,1437,8.3
1119,Groundhog Day,en,4641,7.5
1120,Drive,en,7829,7.5
1121,Master,ta,0,0
1122,Torpedo,nl,11,8
1123,The Conjuring 2,en,4848,7.2
1124,Garfield: A Tail of Two Kitties,en,1255,5.3
1125,Manchester by the Sea,en,3699,7.5
1126,Whisper of the Heart,ja,794,7.9
1127,The Mist,en,2902,6.8
1128,Kingdom of Heaven,en,2429,6.7
1129,Followed,en,0,0
1130,Teenage Mutant Ninja Turtles: Out of the Shadows,en,2090,5.9
1131,Source Code,en,5213,7.2
1132,The Lovely Bones,en,2664,6.9
1133,Sex and the City,en,1206,6.4
1134,Vacation,en,2264,6.2
1135,Invasion of the Body Snatchers,en,503,7.5
1136,Lady and the Tramp II: Scamp's Adventure,en,774,6.3
1137,Home on the Range,en,1210,5.9
1138,Don't Look Now: We're Being Shot At,fr,749,7.9
1139,Escape Room,en,2191,6.4
1140,Alexander,en,2085,5.8
1141,The Wizard of Oz,en,3471,7.5
1142,Cars 2,en,4706,5.9
1143,Hostiles,en,1320,6.8
1144,Jumper,en,3629,6
1145,Cut Throat City,en,0,0
1146,Curiosa,fr,43,6
1147,Octopussy,en,1027,6.3
1148,The Sorcerer's Apprentice,en,3360,6
1149,Star Trek: First Contact,en,1043,7.3
1150,The Wolf's Call,fr,873,7.7
1151,American Reunion,en,3025,6.2
1152,The Road to El Dorado,en,2310,7.2
1153,Hitman,en,1941,5.9
1154,Going in Style,en,1614,6.6
1155,The Italian Job,en,3519,6.7
1156,Death Race,en,2337,6.1
1157,The Nice Guys,en,4994,7.1
1158,The ComDads,fr,209,6.5
1159,9 Songs,en,211,5
1160,Sucker Punch,en,3063,6.1
1161,Finding Dory,en,8771,7
1162,Casablanca,en,3006,8.1
1163,Dragon Ball Z: Broly � Second Coming,ja,338,6.6
1164,Pitch Perfect 3,en,2225,6.5
1165,Soorarai Pottru,ta,0,0
1166,Wrong Turn 2: Dead End,en,651,5.7
1167,Bad Teacher,en,3296,5.5
1168,The Last Thing He Wanted,en,167,4.9
1169,Jack Reacher,en,4576,6.5
1170,From Dusk Till Dawn,en,3570,7
1171,101 Dalmatians,en,2038,5.8
1172,Pete's Dragon,en,1503,6.3
1173,Chungking Express,cn,622,8.1
1174,Pretty Woman,en,4482,7.3
1175,The Conjuring: The Devil Made Me Do It,en,0,0
1176,Unhinged,en,0,0
1177,Hellboy,en,4637,6.6
1178,Braven,en,468,6
1179,The Boy,en,2547,5.8
1180,Ice Age: Continental Drift,en,5150,6.3
1181,Step Up All In,en,1378,6.8
1182,In the Mood for Love,cn,1037,8.1
1183,Freaks,en,245,6.7
1184,Unforgiven,en,2294,7.9
1185,Bridge of Spies,en,4819,7.2
1186,The Scorpion King: Book of Souls,en,106,5.4
1187,Overboard,en,740,6.4
1188,Fantasia,en,1779,7.4
1189,Atonement,en,2342,7.6
1190,Nine 1/2 Weeks,en,455,6
1191,Clash of the Titans,en,4201,5.8
1192,Tidal Wave,ko,107,6.2
1193,Mary Poppins Returns,en,2092,6.5
1194,Warrior,en,2513,7.8
1195,Limitless,en,7183,7.2
1196,Lethal Weapon 4,en,1535,6.5
1197,The Curse of La Llorona,en,1074,5.6
1198,Mulholland Drive,en,3489,7.8
1199,All the Money in the World,en,1401,6.4
1200,Lone Survivor,en,2588,7.4
1201,Ghosts of Mars,en,592,5.1
1202,The Giver,en,3412,6.5
1203,Once Upon a Deadpool,en,364,6.9
1204,Tales from Earthsea,ja,687,6.6
1205,American Pie Presents: Beta House,en,1147,5.5
1206,Snow White and the Huntsman,en,5842,5.9
1207,Never Say Never Again,en,729,6.1
1208,Midnight Sun,en,2041,7.7
1209,xXx: State of the Union,en,1131,4.9
1210,Journey to the Center of the Earth,en,3099,5.9
1211,Predestination,en,3873,7.4
1212,The Emperor's New Groove,en,4020,7.5
1213,Sherlock Holmes: A Game of Shadows,en,7179,7.1
1214,The Girl with the Dragon Tattoo,en,4461,7.3
1215,The Gangster, the Cop, the Devil,ko,103,7.2
1216,2012,en,8515,5.7
1217,Coming to America,en,2208,6.7
1218,Nanny McPhee,en,1993,6.6
1219,Lupin the Third vs. Detective Conan: The Movie,ja,87,6.9
1220,Megamind,en,4216,6.8
1221,Black Hawk Down,en,3379,7.3
1222,Enemy at the Gates,en,2015,7.3
1223,Blood Diamond,en,4560,7.5
1224,Life,en,4802,6.4
1225,What's Eating Gilbert Grape,en,2237,7.6
1226,The Godfather: Part III,en,3461,7.4
1227,Star Trek IV: The Voyage Home,en,831,7.2
1228,Bright,en,3738,6.2
1229,Ice Age: Dawn of the Dinosaurs,en,5283,6.6
1230,Kill Bill: Vol. 2,en,8942,7.9
1231,Around the World in 80 Days,en,1526,5.8
1232,Scary Movie 2,en,2773,5.7
1233,Love. Wedding. Repeat,en,0,0
1234,Batman Forever,en,3225,5.3
1235,Dragged Across Concrete,en,302,6.6
1236,Corpse Bride,en,5163,7.4
1237,The Lobster,en,3585,7
1238,John Carter,en,3742,6.2
1239,Raging Bull,en,2296,8
1240,Creed II,en,2974,6.8
1241,Life of Brian,en,2516,7.8
1242,Collateral Beauty,en,3827,7.2
1243,Robin Hood,en,2809,7.3
1244,Cloverfield,en,4584,6.5
1245,The Cloverfield Paradox,en,2001,5.6
1246,3:10 to Yuma,en,2141,7.1
1247,Mr. Holmes,en,1254,6.5
1248,Love, Rosie,en,4127,7.8
1249,Mechanic: Resurrection,en,2085,5.7
1250,8MM,en,1002,6.3
1251,The Bounty,en,260,6.8
1252,High School Musical 3: Senior Year,en,2441,6.5
1253,The Running Man,en,1298,6.5
1254,The Purity of Vengeance,da,194,7.3
1255,The Transporter,en,3266,6.6
1256,Robin Hood: Prince of Thieves,en,1920,6.8
1257,The Conjuring,en,6858,7.5
1258,Mad Max Beyond Thunderdome,en,1547,6.1
1259,I Am Mother,en,1236,6.6
1260,Runaway Jury,en,684,6.9
1261,The Proposal,en,3954,6.9
1262,Outlaw King,en,829,6.9
1263,Mortdecai,en,1887,5.4
1264,Mission: Impossible II,en,4052,6.1
1265,The Notebook,en,7168,7.9
1266,Godzilla,en,5752,6.1
1267,Mean Girls,en,5502,7.1
1268,Kannum Kannum Kollaiyadithaal,ta,24,6.2
1269,A Bronx Tale,en,967,7.6
1270,The League of Extraordinary Gentlemen,en,2482,5.9
1271,The Intern,en,4026,7.1
1272,Sinister,en,3343,6.8
1273,For a Few Dollars More,it,2122,8
1274,Lolita,en,739,7.1
1275,Melissa P.,it,331,4.1
1276,Public Enemies,en,2663,6.6
1277,Crazy, Stupid, Love.,en,5252,7.2
1278,Asterix and Cleopatra,fr,524,7
1279,Sal?, or the 120 Days of Sodom,it,844,6.4
1280,You Don't Mess with the Zohan,en,2293,5.6
1281,The Ten Commandments,en,719,7.7
1282,The Fighter,en,2700,7.3
1283,Proxima,fr,47,6.8
1284,Tombstone,en,1074,7.5
1285,The Lives of Others,de,2039,8.1
1286,Conan the Barbarian,en,1162,5.2
1287,Firewall,en,536,5.8
1288,L.A. Confidential,en,2674,7.8
1289,Fantastic Mr. Fox,en,2822,7.7
1290,The Punisher,en,1588,6.2
1291,Tulip Fever,en,374,6.5
1292,Girls und Panzer das Finale: Part II,ja,11,4.4
1293,Rain Man,en,3717,7.8
1294,Outlander,en,652,6.2
1295,Rurouni Kenshin: The Legend Ends,ja,173,7.7
1296,World Trade Center,en,928,6.1
1297,Willy Wonka & the Chocolate Factory,en,1925,7.5
1298,The Breakfast Club,en,5075,7.8
1299,Like a Boss,en,64,6.7
1300,StreetDance 3D,en,253,6.3
1301,Ferdinand,en,1711,7.1
1302,Donnie Darko,en,7887,7.8
1303,The Foreigner,en,1328,6.7
1304,Mortal Kombat Legends: Scorpion�s Revenge,en,0,0
1305,The Perks of Being a Wallflower,en,6828,7.7
1306,The Jackal,en,1053,6.2
1307,A Fall From Grace,en,360,7.1
1308,Hairspray,en,1748,6.6
1309,Silver Linings Playbook,en,8539,7.1
1310,Stalker,ru,920,8.3
1311,Gran Torino,en,6782,8
1312,What Women Want,en,2423,6.3
1313,The Texas Chainsaw Massacre: The Beginning,en,970,5.9
1314,Charm City Kings,en,0,0
1315,Beverly Hills Cop,en,2218,7.1
1316,Stonehearst Asylum,en,816,6.7
1317,Gremlins 2: The New Batch,en,1465,6.4
1318,������ ��� �,ru,0,0
1319,Gravity,en,10876,7.2
1320,Mary Poppins,en,3113,7.6
1321,Star Trek: Nemesis,en,806,6.2
1322,American Pie Presents: The Book of Love,en,1099,5.2
1323,A Dog's Purpose,en,1831,7.4
1324,The Mountain Between Us,en,1421,6.5
1325,The Zookeeper's Wife,en,923,7.4
1326,The Cabin in the Woods,en,4920,6.5
1327,We're the Millers,en,5950,6.8
1328,Lilo & Stitch,en,3671,7.4
1329,Peppermint,en,1078,6.5
1330,Automata,en,1056,5.7
1331,The Mummy,en,5002,5.5
1332,The Hate U Give,en,1028,8.3
1333,Coraline,en,3704,7.6
1334,Falling Inn Love,en,591,6.5
1335,Hercules,en,4521,7.5
1336,Truth or Dare,en,2534,6
1337,Citizen Kane,en,2925,8.1
1338,Devil,en,1786,5.9
1339,8,en,9,4.9
1340,LelleBelle,nl,45,4.9
1341,Wrong Turn,en,1369,6.2
